group,names,scores,logfoldchanges,pvals,pvals_adj
NK / CD8+ T cells,PUM1,19.526745,-1.0597316,6.505590963471878e-85,1.6407543413548242e-84
NK / CD8+ T cells,RP11-307C12.12,19.51775,-0.24625294,7.758065706168335e-85,1.9541727219567593e-84
NK / CD8+ T cells,STX4,19.50442,,1.0069481623022329e-84,2.533202924030774e-84
NK / CD8+ T cells,SH3BP1,19.462313,,2.2920146910459604e-84,5.758830882025026e-84
NK / CD8+ T cells,MRPL47,19.429094,,4.380160498303522e-84,1.097784586040983e-83
NK / CD8+ T cells,GGA3,19.41571,3.3554084,5.684468954921414e-84,1.4228958585535455e-83
NK / CD8+ T cells,CYTH4,19.401838,,7.446163524686322e-84,1.85921686009646e-83
NK / CD8+ T cells,TIMMDC1,19.395552,,8.414546410862614e-84,2.0983906261502776e-83
NK / CD8+ T cells,YPEL2,19.346455,,2.183517184590879e-83,5.438398965357108e-83
NK / CD8+ T cells,RP11-301O19.1,19.345589,-8.394186,2.2205508042212327e-83,5.523758219455802e-83
NK / CD8+ T cells,ZNF503,19.33074,-2.6519072,2.961371451642647e-83,7.357444600354402e-83
NK / CD8+ T cells,MNDA,19.255741,,1.2635222255857498e-82,3.135290882346774e-82
NK / CD8+ T cells,CCDC115,19.201336,,3.6070031738383126e-82,8.928225677817605e-82
NK / CD8+ T cells,RNF187,19.200468,,3.6677195808830524e-82,9.067291918128682e-82
NK / CD8+ T cells,SYCE1,19.150478,,9.590257081164574e-82,2.3650449028765904e-81
NK / CD8+ T cells,C1QB,19.14926,,9.817435290803089e-82,2.418087510050022e-81
NK / CD8+ T cells,CLPX,19.141455,,1.1403986857705554e-81,2.805408821083777e-81
NK / CD8+ T cells,SCD,19.137499,-0.010492527,1.2303474137769575e-81,3.0229666186166034e-81
NK / CD8+ T cells,PI4KB,19.117775,,1.7960987320912267e-81,4.402202774733399e-81
NK / CD8+ T cells,SAMM50,19.081629,,3.5889183035249303e-81,8.785601722215252e-81
NK / CD8+ T cells,SMIM12,19.075994,,3.997495168807958e-81,9.773826818601365e-81
NK / CD8+ T cells,ZNF106,19.064993,,4.93339505071367e-81,1.2047362761205544e-80
NK / CD8+ T cells,NABP1,19.048683,,6.737692744820128e-81,1.6413380620755489e-80
NK / CD8+ T cells,CD14,19.025219,,1.054477353108231e-80,2.5656383287304892e-80
NK / CD8+ T cells,STRA13,19.019745,,1.1705161127302612e-80,2.8445106020176456e-80
NK / CD8+ T cells,TMEM165,19.007118,,1.489102067468955e-80,3.6099444059853456e-80
NK / CD8+ T cells,GZMH,18.987394,,2.1682683404118107e-80,5.250044407776781e-80
NK / CD8+ T cells,EPN1,18.96225,,3.4985597644008555e-80,8.450627450243612e-80
NK / CD8+ T cells,SPRTN,18.935642,,5.800398218816575e-80,1.3993723085202835e-79
NK / CD8+ T cells,DYNLT1,18.913317,,8.86057727141003e-80,2.132509571939839e-79
NK / CD8+ T cells,MIS18BP1,18.90676,,1.003369917462194e-79,2.411946916976428e-79
NK / CD8+ T cells,GUSB,18.862106,,2.3371954770046112e-79,5.604785316557821e-79
NK / CD8+ T cells,GPS1,18.82981,,4.3030614016615614e-79,1.0294405267132923e-78
NK / CD8+ T cells,TNFRSF9,18.7828,1.11758,1.0442574826197533e-78,2.4863273395708415e-78
NK / CD8+ T cells,RP11-290F20.3,18.741426,,2.274503341026931e-78,5.383439860418772e-78
NK / CD8+ T cells,TROAP,18.68691,-4.253852,6.327221016228591e-78,1.4940309365356767e-77
NK / CD8+ T cells,SAT2,18.677807,,7.503937723903021e-78,1.7697966329959954e-77
NK / CD8+ T cells,HDAC5,18.622099,,2.127077581991963e-77,5.010783467590019e-77
NK / CD8+ T cells,AK2,18.572165,,5.398301202291453e-77,1.2657212666568472e-76
NK / CD8+ T cells,RP11-468E2.4,18.538214,-0.55141914,1.0153831595460745e-76,2.3779465094755842e-76
NK / CD8+ T cells,NDUFB6,18.530085,,1.1809940752936269e-76,2.7625592404529285e-76
NK / CD8+ T cells,TGOLN2,18.529327,,1.1977621459300286e-76,2.7985096867524033e-76
NK / CD8+ T cells,ASAP2,18.52873,,1.2111034210012479e-76,2.8263790455104967e-76
NK / CD8+ T cells,POLE4,18.487547,,2.6012413993495424e-76,6.063499765383549e-76
NK / CD8+ T cells,CKS1B,18.47855,,3.073254910542669e-76,7.155424704406681e-76
NK / CD8+ T cells,MS4A7,18.46961,,3.6269831080078085e-76,8.425047869936837e-76
NK / CD8+ T cells,LYN,18.468174,,3.724752516945997e-76,8.642117208691409e-76
NK / CD8+ T cells,C20orf27,18.43585,,6.774661946375191e-76,1.570025943540021e-75
NK / CD8+ T cells,CNDP2,18.410435,,1.0835046130843209e-75,2.5052129782296438e-75
NK / CD8+ T cells,CDA,18.393148,,1.4906890423106309e-75,3.438729048006069e-75
NK / CD8+ T cells,STK11IP,18.365376,2.4667773,2.487243532599969e-75,5.730975881566749e-75
NK / CD8+ T cells,KIFC1,18.338308,,4.093441087178182e-75,9.42103817532378e-75
NK / CD8+ T cells,ARRDC4,18.335165,1.6754404,4.337026312887979e-75,9.97017543192639e-75
NK / CD8+ T cells,SMOX,18.335083,,4.3435140339902068e-75,9.97362579561471e-75
NK / CD8+ T cells,IFNGR2,18.276802,,1.266371493555184e-74,2.9011947160485317e-74
NK / CD8+ T cells,RABL6,18.23578,,2.6839615427988075e-74,6.141788427457226e-74
NK / CD8+ T cells,COMMD10,18.213617,,4.024612598712941e-74,9.178135914966799e-74
NK / CD8+ T cells,GID8,18.212261,,4.125455808367974e-74,9.397393640929325e-74
NK / CD8+ T cells,UPK3A,18.200502,,5.113637648761803e-74,1.1635125480686696e-73
NK / CD8+ T cells,ECHDC1,18.149673,,1.2916844795241215e-73,2.9356465443730035e-73
NK / CD8+ T cells,C1orf54,18.124474,,2.0428609843014282e-73,4.632337832883057e-73
NK / CD8+ T cells,CDC5L,18.059473,,6.645327463553825e-73,1.5017689183172487e-72
NK / CD8+ T cells,FBXW5,18.048176,,8.154082151817574e-73,1.8406505986044185e-72
NK / CD8+ T cells,ARID4A,18.00355,,1.8272361802550844e-72,4.1200364831005284e-72
NK / CD8+ T cells,CTD-2012J19.3,18.00336,-0.62815243,1.8335053532084634e-72,4.129516561280323e-72
NK / CD8+ T cells,MLX,18.00244,,1.8642619822607393e-72,4.189352769125257e-72
NK / CD8+ T cells,PRR5,17.98106,,2.7419573248734713e-72,6.154786363352348e-72
NK / CD8+ T cells,IFI35,17.97437,,3.093666372709879e-72,6.936471687690311e-72
NK / CD8+ T cells,C1QC,17.96689,-6.532967,3.5401123782411677e-72,7.928583153955583e-72
NK / CD8+ T cells,NANS,17.9004,,1.1707954575698934e-71,2.6133827177899403e-71
NK / CD8+ T cells,IDH1,17.882029,,1.6280319901735967e-71,3.625906436912242e-71
NK / CD8+ T cells,PHPT1,17.8558,,2.6051612927539523e-71,5.789247317231005e-71
NK / CD8+ T cells,MANF,17.841278,,3.3787825465513183e-71,7.500072245396933e-71
NK / CD8+ T cells,CIR1,17.82345,,4.64797977196772e-71,1.0305941844717782e-70
NK / CD8+ T cells,LILRB2,17.822258,,4.7481123349116666e-71,1.0516306389616094e-70
NK / CD8+ T cells,ERP44,17.788713,,8.644108505648977e-71,1.9103002222428676e-70
NK / CD8+ T cells,RUFY1,17.756254,,1.541872872288013e-70,3.399940181450966e-70
NK / CD8+ T cells,EIF4E2,17.742706,,1.9624952709680478e-70,4.322676808299665e-70
NK / CD8+ T cells,PRF1,17.656328,,9.096833873242461e-70,1.9949197090443993e-69
NK / CD8+ T cells,MS4A6A,17.65194,,9.832214195271534e-70,2.1538256725676963e-69
NK / CD8+ T cells,TGFB1,17.642021,,1.171913684653067e-69,2.564362548474982e-69
NK / CD8+ T cells,TNFSF13B,17.601597,,2.3947775277096356e-69,5.228771894562523e-69
NK / CD8+ T cells,AP4S1,17.600405,,2.445723877841018e-69,5.334185120700148e-69
NK / CD8+ T cells,HBP1,17.576344,,3.739238136073738e-69,8.137623799942847e-69
NK / CD8+ T cells,SLC39A1,17.541012,3.2200038,6.967529354819988e-69,1.5146802945260843e-68
NK / CD8+ T cells,MARCH5,17.539225,,7.190267510061211e-69,1.5614044538677983e-68
NK / CD8+ T cells,ISY1,17.493515,,1.6054342455184471e-68,3.471209179499345e-68
NK / CD8+ T cells,CTD-2302E22.4,17.491753,-1.5399507,1.6558290475611841e-68,3.5763046383610887e-68
NK / CD8+ T cells,RP3-508I15.21,17.449268,0.14434992,3.4866797479206843e-68,7.51439600844975e-68
NK / CD8+ T cells,C19orf33,17.426184,0.12602054,5.221647617965785e-68,1.1241437283026448e-67
NK / CD8+ T cells,FLNA,17.403046,,7.823179258558533e-68,1.678793832308698e-67
NK / CD8+ T cells,OAZ2,17.394537,,9.075717088075847e-68,1.945491337208113e-67
NK / CD8+ T cells,C1orf198,17.374216,-0.8090526,1.2936270473647164e-67,2.7582666255111225e-67
NK / CD8+ T cells,ZYX,17.333357,,2.6349125639768463e-67,5.5942941910336445e-67
NK / CD8+ T cells,KIAA0101,17.321978,-1.2695975,3.211342348586106e-67,6.810906359673607e-67
NK / CD8+ T cells,RCHY1,17.278732,,6.802567703259463e-67,1.4396968684147013e-66
NK / CD8+ T cells,IFIT1,17.250338,,1.1124711097189483e-66,2.3519473778413283e-66
NK / CD8+ T cells,SRSF6,17.1231,,9.98154314346643e-66,2.1013775038876697e-65
NK / CD8+ T cells,IRF7,17.113834,,1.1703676919067818e-65,2.4613410975957558e-65
NK / CD8+ T cells,CALCOCO2,17.093025,,1.6726848926289836e-65,3.514043892077697e-65
NK / CD8+ T cells,TMEM9B,17.058073,,3.0443747417105968e-65,6.389034085436719e-65
NK / CD8+ T cells,ATP1B3,17.051596,,3.4011528639209677e-65,7.115382560504117e-65
NK / CD8+ T cells,UBE2Q1,17.044634,0.017978856,3.83141016150797e-65,8.007126774311327e-65
NK / CD8+ T cells,IFI44,17.002474,,7.872696938632778e-65,1.6418554616543854e-64
NK / CD8+ T cells,PRUNE,16.982477,-2.7315562,1.1071253030828464e-64,2.3065110480892634e-64
NK / CD8+ T cells,PHACTR1,16.975813,,1.2402695075922589e-64,2.5812060511805597e-64
NK / CD8+ T cells,COA6,16.939287,,2.3090235642178847e-64,4.800464790473773e-64
NK / CD8+ T cells,PLEKHJ1,16.936632,,2.4156196615130215e-64,5.01686326378613e-64
NK / CD8+ T cells,C9orf142,16.888403,,5.4764729136306944e-64,1.1350202929804548e-63
NK / CD8+ T cells,SHARPIN,16.8861,,5.694434008497095e-64,1.1789718444093365e-63
NK / CD8+ T cells,TMEM141,16.8735,,7.049110650212101e-64,1.457933950405812e-63
NK / CD8+ T cells,PRDX3,16.85562,,9.540420505031048e-64,1.9691270392220945e-63
NK / CD8+ T cells,GNLY,16.695435,,1.4148743306748631e-62,2.9052860999483843e-62
NK / CD8+ T cells,NDUFA9,16.63279,,4.033647830542045e-62,8.265671783897632e-62
NK / CD8+ T cells,TTN-AS1,16.586838,-1.2399721,8.677112123567241e-62,1.776276790904246e-61
NK / CD8+ T cells,PACSIN2,16.576162,,1.0364040238521183e-61,2.119435631599424e-61
NK / CD8+ T cells,STX5,16.462633,,6.807262160118814e-61,1.387821031624631e-60
NK / CD8+ T cells,RPUSD1,16.443775,,9.294320721312531e-61,1.8929370104506173e-60
NK / CD8+ T cells,MGAT1,16.411533,,1.5816097433591715e-60,3.217924198085802e-60
NK / CD8+ T cells,CXCL10,16.409988,,1.6223594397153063e-60,3.29747853600672e-60
NK / CD8+ T cells,FAM173A,16.406872,,1.7077852375905535e-60,3.4675842387625454e-60
NK / CD8+ T cells,FEM1A,16.4066,,1.7154220367460844e-60,3.479557883866297e-60
NK / CD8+ T cells,UQCRC1,16.355555,,3.9707495400164026e-60,8.037954534446159e-60
NK / CD8+ T cells,ENKUR,16.3542,,4.060044016823987e-60,8.210402460715849e-60
NK / CD8+ T cells,KDELR2,16.31979,,7.138122044736903e-60,1.4420448575226066e-59
NK / CD8+ T cells,RMDN3,16.316267,,7.562044879392434e-60,1.5261442743476153e-59
NK / CD8+ T cells,TIMM13,16.291178,,1.1401306877679488e-59,2.296335725615204e-59
NK / CD8+ T cells,GMPR2,16.26121,,1.8602649766075384e-59,3.7429878804980653e-59
NK / CD8+ T cells,NCR3,16.210325,,4.263007759767233e-59,8.560256545717335e-59
NK / CD8+ T cells,LMF2,16.200518,,5.000432247476222e-59,1.0030957367053605e-58
NK / CD8+ T cells,CCP110,16.149878,1.0755303,1.1378782109588874e-58,2.273482938978796e-58
NK / CD8+ T cells,NEK8,16.144215,,1.247262947531524e-58,2.4895468014601278e-58
NK / CD8+ T cells,CXCL3,16.14091,-2.2374046,1.3158926911969212e-58,2.6239136414694343e-58
NK / CD8+ T cells,GRPEL1,16.119232,,1.8691493852545953e-58,3.723405149909552e-58
NK / CD8+ T cells,CDC16,16.014647,,1.0097896278082253e-57,2.0055404723102787e-57
NK / CD8+ T cells,ABT1,15.984192,,1.6468895764348453e-57,3.267638048481836e-57
NK / CD8+ T cells,ABI3,15.94485,,3.0938222635111814e-57,6.126380719824121e-57
NK / CD8+ T cells,FERMT3,15.941436,,3.267578046308604e-57,6.464051525833046e-57
NK / CD8+ T cells,APOBEC3G,15.939486,,3.371196394075921e-57,6.662443466553203e-57
NK / CD8+ T cells,WARS,15.907784,,5.595928555730481e-57,1.103733442944868e-56
NK / CD8+ T cells,SMAP2,15.847525,,1.4622748742699775e-56,2.8756634695574782e-56
NK / CD8+ T cells,BLVRA,15.765048,,5.413115682373659e-56,1.0613952318379725e-55
NK / CD8+ T cells,GFER,15.753235,,6.525629333635134e-56,1.2782819458638853e-55
NK / CD8+ T cells,TM7SF3,15.748601,,7.02171082968857e-56,1.3741117083539275e-55
NK / CD8+ T cells,TMEM18,15.68436,,1.9350558746366028e-55,3.783100439172244e-55
NK / CD8+ T cells,RHOC,15.682517,,1.992019151273303e-55,3.89066240483067e-55
NK / CD8+ T cells,MVB12A,15.634126,,4.262879246680633e-55,8.317813164254895e-55
NK / CD8+ T cells,STAMBP,15.614834,,5.7695300344887955e-55,1.12466472407189e-54
NK / CD8+ T cells,ADA,15.595271,,7.83897876023066e-55,1.5265781422065552e-54
NK / CD8+ T cells,TAF12,15.587062,,8.914067666329517e-55,1.7342544097917347e-54
NK / CD8+ T cells,ENY2,15.5822115,,9.616926469346659e-55,1.8691790999701963e-54
NK / CD8+ T cells,RNF213,15.574245,,1.0893068659098794e-54,2.111059817654805e-54
NK / CD8+ T cells,FCGR3A,15.553274,,1.5117578697601694e-54,2.92692714377574e-54
NK / CD8+ T cells,ANAPC4,15.545064,,1.7185000172144017e-54,3.323984559408901e-54
NK / CD8+ T cells,VSIG4,15.477029,-1.0063051,4.9584938924179545e-54,9.563151190777155e-54
NK / CD8+ T cells,NT5C,15.446303,,7.989615832978756e-54,1.5379433749718492e-53
NK / CD8+ T cells,TMEM138,15.445301,,8.114817053883061e-54,1.5605417411313578e-53
NK / CD8+ T cells,USP19,15.398237,,1.6819294636338715e-53,3.2313726486721837e-53
NK / CD8+ T cells,RRM2,15.384337,,2.0850054795998265e-53,3.9980929618405114e-53
NK / CD8+ T cells,MED9,15.37209,,2.5190877284630183e-53,4.825838560273981e-53
NK / CD8+ T cells,NUDT5,15.344914,,3.830661491332177e-53,7.331409552788856e-53
NK / CD8+ T cells,SEC11C,15.34104,,4.066307906542828e-53,7.774967316525484e-53
NK / CD8+ T cells,CTC-444N24.11,15.33535,3.6326897,4.438767031102214e-53,8.479020116718652e-53
NK / CD8+ T cells,KLRC2,15.327194,0.9422859,5.032613715735396e-53,9.595069048113243e-53
NK / CD8+ T cells,SIRT6,15.289586,,8.97183180717375e-53,1.7089203442235715e-52
NK / CD8+ T cells,POU2F2,15.287798,,9.221577263668063e-53,1.7548196505552926e-52
NK / CD8+ T cells,DECR1,15.27669,,1.0935737963253848e-52,2.0790376355995906e-52
NK / CD8+ T cells,ZMAT2,15.256856,,1.4822075813946101e-52,2.812538105113112e-52
NK / CD8+ T cells,ISOC2,15.247508,,1.710377123944513e-52,3.2393506135312743e-52
NK / CD8+ T cells,NCF2,15.235667,,2.0502299437293595e-52,3.8793376418720145e-52
NK / CD8+ T cells,RPL26L1,15.207922,,3.1333136086606127e-52,5.917495011634774e-52
NK / CD8+ T cells,PRKCB,15.192207,,3.982804104001306e-52,7.514724724530765e-52
NK / CD8+ T cells,THUMPD3,15.176655,,5.0488340974026306e-52,9.51712365203135e-52
NK / CD8+ T cells,EPSTI1,15.1718855,,5.429410624484797e-52,1.0224878765508092e-51
NK / CD8+ T cells,MAPK14,15.165627,,5.972585131002705e-52,1.1237225081848927e-51
NK / CD8+ T cells,CDT1,15.164299,,6.094583592688964e-52,1.1455984196783766e-51
NK / CD8+ T cells,TNFSF10,15.157173,,6.793058998192699e-52,1.2756918306465162e-51
NK / CD8+ T cells,TRMT61A,15.146118,,8.037532236401666e-52,1.507979781688868e-51
NK / CD8+ T cells,PBRM1,15.116802,,1.2549083771339376e-51,2.350015687516737e-51
NK / CD8+ T cells,EFHD2,15.075753,,2.3383432058298788e-51,4.3684458007151823e-51
NK / CD8+ T cells,GSTZ1,15.075726,,2.33930272628298e-51,4.3684458007151823e-51
NK / CD8+ T cells,LDOC1L,15.068438,-1.5218173,2.6121815598685113e-51,4.868931146073647e-51
NK / CD8+ T cells,TOP2A,15.056787,-3.5762243,3.1156702636316194e-51,5.791208668460259e-51
NK / CD8+ T cells,NDUFS1,15.016659,,5.711474686658977e-51,1.0606266827593273e-50
NK / CD8+ T cells,POLR3K,14.985229,,9.17090203699731e-51,1.7014660551015417e-50
NK / CD8+ T cells,VAMP5,14.959353,,1.3533480463970624e-50,2.508522792209569e-50
NK / CD8+ T cells,RNF168,14.892185,,3.7046215624944692e-50,6.84772932069218e-50
NK / CD8+ T cells,ARC,14.838022,-1.517574,8.317215410297806e-50,1.5317155451745499e-49
NK / CD8+ T cells,SYVN1,14.751643,,3.0026225016128667e-49,5.509399085528195e-49
NK / CD8+ T cells,ETHE1,14.747606,,3.187712860629677e-49,5.843653273381626e-49
NK / CD8+ T cells,RAB2A,14.735929,,3.78952929016593e-49,6.940529835468736e-49
NK / CD8+ T cells,YWHAE,14.721731,,4.675392843004871e-49,8.555156162863441e-49
NK / CD8+ T cells,SRPR,14.696641,,6.7737547377952044e-49,1.2372154772228684e-48
NK / CD8+ T cells,ZNF688,14.694392,,7.002418794059509e-49,1.277813648551005e-48
NK / CD8+ T cells,NFU1,14.661661,,1.1346246520136756e-48,2.0667115701524145e-48
NK / CD8+ T cells,GP6,14.637736,-1.5006313,1.6135094134879075e-48,2.9363228634902774e-48
NK / CD8+ T cells,TMEM50A,14.609287,,2.4506992558651158e-48,4.451769765422554e-48
NK / CD8+ T cells,RBCK1,14.590321,,3.2367411445173756e-48,5.874303347581444e-48
NK / CD8+ T cells,ZNF397,14.566721,,4.573228271460893e-48,8.292345007182036e-48
NK / CD8+ T cells,DEDD,14.4623785,,2.0943468991884623e-47,3.787245748984561e-47
NK / CD8+ T cells,SH3KBP1,14.450023,,2.50602779204601e-47,4.527602153651327e-47
NK / CD8+ T cells,RILPL2,14.438101,,2.979380368760275e-47,5.377942903899413e-47
NK / CD8+ T cells,CYTH2,14.436692,,3.0408996060368627e-47,5.484038964899662e-47
NK / CD8+ T cells,TMCC2,14.425312,-0.6607127,3.5864307577252615e-47,6.462037401306777e-47
NK / CD8+ T cells,IFI30,14.362831,,8.853491571518617e-47,1.5909239122225727e-46
NK / CD8+ T cells,C10orf32,14.3219185,,1.5965528092135688e-46,2.861205751278797e-46
NK / CD8+ T cells,TNS1,14.313898,,1.7918214129560353e-46,3.2054050321217086e-46
NK / CD8+ T cells,MX2,14.312597,,1.8256531926908533e-46,3.26300838729375e-46
NK / CD8+ T cells,PIGX,14.308262,,1.9430837947974425e-46,3.4697924907097184e-46
NK / CD8+ T cells,HDAC9,14.298942,,2.2216288535175713e-46,3.9601227335429075e-46
NK / CD8+ T cells,PPT1,14.272334,,3.2549809774303605e-46,5.791781098630534e-46
NK / CD8+ T cells,CAPN12,14.246973,,4.681342043590858e-46,8.322385855272637e-46
NK / CD8+ T cells,KLRB1,14.243613,,4.911990891666115e-46,8.724672986973561e-46
NK / CD8+ T cells,RP4-561L24.3,14.221666,-0.24128881,6.7232299925337655e-46,1.1920620554137883e-45
NK / CD8+ T cells,PELI1,14.174576,,1.3163617611544797e-45,2.3298438250521768e-45
NK / CD8+ T cells,RTN4,14.135343,,2.3001270247243017e-45,4.063828665590639e-45
NK / CD8+ T cells,GNAZ,14.127377,-2.6915565,2.575623556672145e-45,4.54655526332241e-45
NK / CD8+ T cells,RER1,14.052703,,7.414915578123833e-45,1.307745251873692e-44
NK / CD8+ T cells,ICOSLG,14.041431,,8.69388093963271e-45,1.531961399054222e-44
NK / CD8+ T cells,AATF,14.017262,,1.2223933787210487e-44,2.1521010188750859e-44
NK / CD8+ T cells,MLLT11,13.956191,-1.3848191,2.8844392481597997e-44,5.064862595539595e-44
NK / CD8+ T cells,TMEM219,13.93717,,3.765781546536697e-44,6.600844078066077e-44
NK / CD8+ T cells,EAPP,13.934623,,3.9025492923418795e-44,6.83458720199979e-44
NK / CD8+ T cells,C1orf86,13.881247,,8.230058475729719e-44,1.4388214118408602e-43
NK / CD8+ T cells,TRAPPC3,13.86927,,9.726138979806688e-44,1.698888904769727e-43
NK / CD8+ T cells,CTNNB1,13.865965,,1.0184770190458425e-43,1.7774468046175263e-43
NK / CD8+ T cells,OAS1,13.838923,,1.4841183944598474e-43,2.583321835439247e-43
NK / CD8+ T cells,TMEM126B,13.83784,,1.5066617489266207e-43,2.6202813024810797e-43
NK / CD8+ T cells,PCGF1,13.836214,,1.5411170774205657e-43,2.6778750259262653e-43
NK / CD8+ T cells,POLR2G,13.797956,,2.6218042262394368e-43,4.551743448332356e-43
NK / CD8+ T cells,HELQ,13.784409,,3.163473149604794e-43,5.4826224429892445e-43
NK / CD8+ T cells,FEM1B,13.777852,,3.4642768997450725e-43,5.998747878346446e-43
NK / CD8+ T cells,MTIF3,13.745663,,5.4075328395813225e-43,9.355593148064573e-43
NK / CD8+ T cells,TAOK3,13.721332,,7.5662639017791e-43,1.3079107868243907e-42
NK / CD8+ T cells,WDR55,13.711551,,8.658740929950897e-43,1.494174448654167e-42
NK / CD8+ T cells,PFDN2,13.663782,,1.6707542215091076e-42,2.878129580549711e-42
NK / CD8+ T cells,NKAP,13.659826,,1.7640386441799902e-42,3.036211091531825e-42
NK / CD8+ T cells,VPS26B,13.636796,,2.4196082596146796e-42,4.157402507929003e-42
NK / CD8+ T cells,CTTN,13.62146,,2.9853938351914275e-42,5.125139631229918e-42
NK / CD8+ T cells,NAAA,13.564723,,6.48239369094192e-42,1.1109500755684525e-41
NK / CD8+ T cells,GNAI2,13.491134,,1.7636835683377632e-41,3.020006110167403e-41
NK / CD8+ T cells,FCGRT,13.489995,,1.791118162194334e-41,3.0643595589295706e-41
NK / CD8+ T cells,SLC25A12,13.475879,,2.1688719071741864e-41,3.7074733455969003e-41
NK / CD8+ T cells,RPUSD4,13.448513,,3.141256645370784e-41,5.365083937439425e-41
NK / CD8+ T cells,C7orf26,13.4076805,,5.451701132766457e-41,9.295313099346048e-41
NK / CD8+ T cells,PAFAH1B1,13.397764,,6.2312125413207e-41,1.0615353562726918e-40
NK / CD8+ T cells,DHRS7,13.3882265,,7.085212633161002e-41,1.205993639686979e-40
NK / CD8+ T cells,SNX17,13.340459,,1.3462902557566261e-40,2.285721996191216e-40
NK / CD8+ T cells,UTP6,13.298976,,2.3465965708944857e-40,3.970552573425526e-40
NK / CD8+ T cells,WDYHV1,13.292527,,2.557894789886883e-40,4.324420608430909e-40
NK / CD8+ T cells,CMTM3,13.277625,,3.1213666428114917e-40,5.2725787885329255e-40
NK / CD8+ T cells,PSMC4,13.266788,,3.6071655296906883e-40,6.08804308808555e-40
NK / CD8+ T cells,MRPL20,13.252644,,4.355836299524939e-40,7.345423776601921e-40
NK / CD8+ T cells,SMS,13.22945,,5.931943083831518e-40,9.994849340912414e-40
NK / CD8+ T cells,CLEC10A,13.22311,,6.453891611163631e-40,1.0865137392531365e-39
NK / CD8+ T cells,SIK1,13.19504,,9.370514325271957e-40,1.5762008957564266e-39
NK / CD8+ T cells,SNRNP35,13.109799,,2.893629907561076e-39,4.8591602142083554e-39
NK / CD8+ T cells,ARPC5L,13.080591,,4.251218802050344e-39,7.12693847787149e-39
NK / CD8+ T cells,RNF7,13.0445,,6.830311014451205e-39,1.1431482869374401e-38
NK / CD8+ T cells,STAU1,13.038702,,7.370083500427711e-39,1.2324554348541322e-38
NK / CD8+ T cells,REPS2,13.009928,-1.8603945,1.0744406165391055e-38,1.7952224169408614e-38
NK / CD8+ T cells,AHNAK,12.978118,,1.6283262560352115e-38,2.7184077730137087e-38
NK / CD8+ T cells,USP3,12.905287,,4.202477709233984e-38,6.998297600722704e-38
NK / CD8+ T cells,GZMA,12.9032545,,4.3148084963545284e-38,7.179381857495056e-38
NK / CD8+ T cells,HGD,12.85294,-1.8934733,8.28030080362687e-38,1.3754652497719054e-37
NK / CD8+ T cells,CST7,12.830559,,1.1056352758427562e-37,1.833557671381022e-37
NK / CD8+ T cells,CLEC2B,12.814735,,1.3559982362704506e-37,2.246890200945237e-37
NK / CD8+ T cells,LYAR,12.810129,,1.4389432209130762e-37,2.382356326015027e-37
NK / CD8+ T cells,OVCH1-AS1,12.806932,-0.62784415,1.499463059624299e-37,2.480501339328865e-37
NK / CD8+ T cells,ASAH1,12.790838,,1.844742812665491e-37,3.049161673827258e-37
NK / CD8+ T cells,SMIM7,12.789917,,1.8667405502467652e-37,3.082973658541313e-37
NK / CD8+ T cells,TMEM80,12.784877,,1.991777404224609e-37,3.2867613931099158e-37
NK / CD8+ T cells,MESDC2,12.784172,,2.009906385732536e-37,3.3139429278360033e-37
NK / CD8+ T cells,FRMD3,12.739466,,3.56829353850054e-37,5.86408141084723e-37
NK / CD8+ T cells,SETD1B,12.673354,,8.30841912261786e-37,1.3620359217406327e-36
NK / CD8+ T cells,DDX56,12.634012,,1.3710471952517507e-36,2.2421049799701563e-36
NK / CD8+ T cells,RFXANK,12.620844,,1.6207429153260967e-36,2.6482727374609422e-36
NK / CD8+ T cells,MX1,12.612336,,1.8055951655694084e-36,2.947910474399034e-36
NK / CD8+ T cells,ARRB2,12.609085,,1.8816467173738855e-36,3.069570501425588e-36
NK / CD8+ T cells,DNAJC7,12.607026,,1.9314506053744113e-36,3.1482487455165624e-36
NK / CD8+ T cells,CCDC12,12.586217,,2.514376769967385e-36,4.0917441333887466e-36
NK / CD8+ T cells,CES4A,12.581394,,2.672712660055449e-36,4.3458742439926e-36
NK / CD8+ T cells,MYADM,12.565625,,3.262871049243206e-36,5.301171485366703e-36
NK / CD8+ T cells,CFP,12.503198,,7.170737910007032e-36,1.1631367250619679e-35
NK / CD8+ T cells,LSM6,12.469708,,1.0922449218783509e-35,1.7702510889438426e-35
NK / CD8+ T cells,ZBTB8OS,12.4682455,,1.1124832776070077e-35,1.8015923524000124e-35
NK / CD8+ T cells,KIF5B,12.403164,,2.512060482041968e-35,4.05825602914696e-35
NK / CD8+ T cells,MRPL51,12.367561,,3.915309425082253e-35,6.320112066315178e-35
NK / CD8+ T cells,CTSW,12.303129,,8.713198322641434e-35,1.4053545681679732e-34
NK / CD8+ T cells,CLDN5,12.281128,,1.1439198826122843e-34,1.8435453386177022e-34
NK / CD8+ T cells,TMED5,12.270561,,1.3034696998628346e-34,2.098985023933711e-34
NK / CD8+ T cells,HSD17B11,12.263191,,1.427646721511125e-34,2.2970985060516894e-34
NK / CD8+ T cells,LGALS2,12.252082,,1.6373697666006995e-34,2.632427277493086e-34
